Project Type,Project Phase Name,borough,log_orcamento,duracao_plan,ano_inicio,esc_eletrica,esc_hvac,esc_estrutural,esc_seguranca,esc_acessibilidade,fator_custo,atraso_dias,alto_risco,DSF Number(s)
SCA CIP RESOA,"CM,F&E",Queens,4.8157039011799565,269,2019,1,0,0,0,0,1.2246136443540867,106,1,"DSF0000890867, DSF0000912095, DSF0000912380"
SCA CIP RESOA,Construction,Queens,5.982038642263669,269,2019,1,0,0,0,0,1.1566682577963618,106,1,"DSF0000890867, DSF0000912095, DSF0000912380"
SCA CIP RESOA,Design,Queens,4.8157039011799565,152,2019,1,0,0,0,0,0.712071416560938,-87,0,"DSF0000890867, DSF0000912095, DSF0000912380"
SCA CIP,Scope,Queens,4.905936126745815,141,2018,0,0,1,0,0,3.798773067083923,-33,1,"DSF0000878706, DSF0000878707, DSF0000878708, DSF0000878709, DSF0000912291"
SCA CIP,Design,Queens,4.756636108245848,182,2019,0,0,0,0,0,0.9901926444833625,0,0,DSF0000890588
SCA CIP,Scope,Queens,4.1034273973827675,182,2018,0,0,0,0,0,0.9465678934510205,130,1,DSF0000890588
SCA CIP,Design,Queens,6.15748336294581,153,2018,1,0,1,0,0,0.7516540392794318,-119,0,"DSF0000823601, DSF0000856168, DSF0000866283, DSF0000856162, DSF0000868319, DSF0000888905, DSF0000888906"
SCA CIP,Scope,Queens,5.556523211036479,1031,2015,1,0,1,0,0,0.998831149721114,-114,0,"DSF0000823601, DSF0000856168, DSF0000866283, DSF0000856162, DSF0000868319, DSF0000888905, DSF0000888906"
SCA CIP,Design,Queens,4.319730494330225,153,2019,1,0,0,0,0,0.6824233716475095,-34,0,"DSF0000912017, DSF0000912594"
SCA CIP,Design,Queens,4.258517559916453,159,2019,1,0,0,0,0,0.3718224427901847,-14,0,DSF0000912708
SCA CIP,Scope,Queens,4.150295812825538,141,2019,0,0,0,0,0,2.8701804032543334,53,1,DSF0000901679
SCA CIP,Design,Queens,4.4269989587565375,154,2019,1,0,0,0,0,0.35742611298166854,-93,0,"DSF0000911970, DSF0000912329"
SCA CIP,Design,Queens,4.802335790439813,154,2019,0,0,0,0,0,0.6734661706286651,73,0,SCA0000053508
SCA CIP,Scope,Queens,4.149126699742614,139,2018,0,0,0,0,0,1.0441938000993118,-22,0,SCA0000053508
SCA CIP RESOA,Design,Queens,5.269512944217916,139,2019,0,0,0,0,0,0.6761451612903225,195,1,DSF0000890687
SCA CIP,Design,Queens,4.984293226298519,184,2018,1,0,0,0,0,0.7739092568015926,-60,0,DSF0000878883
SCA CIP,Design,Queens,4.71829404148971,159,2019,1,0,0,0,0,0.20707795313247251,1,0,DSF0000912709
SCA CIP,Scope,Queens,4.420021795859957,90,2018,1,0,0,0,0,0.8612758515815085,-45,0,DSF0000878883
SCA CIP,Scope,Queens,4.065093989357153,125,2019,1,0,0,0,0,0.23293449255401566,-117,0,DSF0000912709
SCA CIP RESOA,Design,Queens,4.681241237375588,154,2019,0,0,0,0,0,1.0007916666666667,20,0,DSF0000890870
SCA CIP RESOA,Design,Queens,4.732393759822968,139,2019,0,0,0,0,0,0.9274814814814815,0,0,DSF0000890688
SCA CIP,Design,Queens,5.009408399151867,152,2018,0,0,0,0,0,1.0656522164595361,-66,0,DSF0000743438
SCA CIP,Scope,Queens,4.445136968713304,122,2017,0,0,0,0,0,0.926264800861141,-18,0,DSF0000743438
SCA CIP,Scope,Queens,4.83062074242556,136,2019,0,0,1,0,0,1.2008123476848092,-8,1,"DSF0000901811, DSF0000901812, DSF0000947337"
SCA CIP,Design,Queens,4.458199556981169,155,2019,1,0,0,0,0,0.6975383865464294,-85,0,"DSF0000912098, DSF0000960473"
SCA CIP,Design,Queens,6.089004164050105,930,2015,0,0,1,0,1,0.9343843460960967,154,1,"DSF0000800329, DSF0000812371, DSF0000789064, DSF0000789066, DSF0000812370"
SCA CIP,Scope,Queens,5.490038584611051,229,2014,0,0,1,0,1,0.8529623985219555,-35,0,"DSF0000800329, DSF0000812371, DSF0000789064, DSF0000789066, DSF0000812370"
SCA CIP,Design,Queens,4.9011312513553715,154,2018,1,0,0,0,0,0.32777498744349576,-8,0,DSF0000891051
SCA CIP,Scope,Queens,4.33685982091681,123,2018,1,0,0,0,0,0.30046040515653777,-112,0,DSF0000891051
SCA CIP,Scope,Queens,4.277357044047016,0,2020,0,0,0,0,0,0.0,0,0,DSF0000912660
SCA CIP,Design,Queens,4.3951515915045425,153,2019,1,0,0,0,0,0.3710547504025765,-32,0,DSF0000912099
SCA CIP RESOA,Design,Queens,4.556302500767287,178,2020,0,0,0,0,0,0.42347222222222225,-136,0,DSF0000913393
SCA CIP,Design,Queens,5.375517300649672,159,2018,0,0,1,0,0,0.41973296268216664,77,0,DSF0000901929
SCA CIP,Scope,Queens,4.773457309321709,135,2018,0,0,1,0,0,0.34938926796394576,26,0,DSF0000901929
SCA CIP,Design,Queens,4.358677084512974,157,2019,1,0,0,0,0,0.2881036822978239,-107,0,DSF0000912710
SCA CIP,Design,Queens,5.9273703630390235,153,2019,0,0,1,0,0,0.6668262411347518,-72,0,"DSF0000879111, DSF0000879114, DSF0000879115, DSF0000912469, DSF0000912468"
SCA CIP,Scope,Queens,5.325310371711061,141,2018,0,0,1,0,0,0.8836122931442081,-29,0,"DSF0000879111, DSF0000879114, DSF0000879115, DSF0000912469, DSF0000912468"
SCA CIP,Design,Queens,5.6158385719378545,152,2015,0,1,0,0,0,1.1326466356982663,181,1,"DSF0000856554, DSF0000812532, DSF0000821892"
SCA CIP,Design,Queens,4.8528458180149965,141,2019,0,0,0,0,0,0.7932641032837496,76,0,DSF0000911829
SCA CIP,Scope,Queens,4.199645493080167,91,2019,0,0,0,0,0,1.2897827734276333,-8,1,DSF0000911829
SCA CIP,Scope,Queens,5.015849946370661,156,2014,0,1,0,0,0,1.0260805846678944,-63,0,"DSF0000856554, DSF0000812532, DSF0000821892"
SCA CIP,Design,Queens,5.399542202044323,150,2020,0,0,1,0,0,0.8094363233489025,11,0,"DSF0000902050, DSF0000902052, DSF0000902053, DSF0000902054"
SCA CIP,Scope,Queens,4.709566740542544,141,2019,0,0,1,0,0,0.9925246413584464,0,0,"DSF0000902050, DSF0000902052, DSF0000902053, DSF0000902054"
SCA CIP,Design,Queens,6.144088896548302,150,2019,0,0,1,0,0,0.5693233015798289,-74,0,"DSF0000879196, DSF0000879198, DSF0000879199, DSF0000912414, DSF0000902075"
SCA CIP,Scope,Queens,5.542029528560486,141,2018,0,0,1,0,0,0.7146121408538844,-24,0,"DSF0000879196, DSF0000879198, DSF0000879199, DSF0000912414, DSF0000902075"
SCA CIP RESOA,Design,Queens,4.848189116991398,138,2019,0,0,0,0,0,0.6907801418439716,-25,0,DSF0000890875
SCA CIP,Design,Queens,4.354780498831271,155,2019,1,0,0,0,0,0.9981886459023636,-79,0,"DSF0000912712, DSF0000960471"
SCA CIP RESOA,Design,Queens,4.431363764158987,136,2019,0,0,0,0,0,1.0028148148148148,-111,0,DSF0000890877
SCA CIP,"CM,F&E",Queens,5.781524167957008,629,2018,0,0,1,0,0,1.0838694313337016,102,1,"DSF0000879253, DSF0000879254, DSF0000879255"
SCA CIP,Construction,Queens,6.845526787173232,629,2018,0,0,1,0,0,0.9532059334537287,102,1,"DSF0000879253, DSF0000879254, DSF0000879255"
SCA CIP,Design,Queens,5.6176125373965435,150,2018,0,0,1,0,0,1.0589554830866603,-76,0,"DSF0000879253, DSF0000879254, DSF0000879255"
SCA CIP,Scope,Queens,5.024407668302451,137,2017,0,0,1,0,0,1.549153439653624,-60,1,"DSF0000879253, DSF0000879254, DSF0000879255"
SCA CIP RESOA,Design,Queens,4.895052188036304,137,2017,0,0,0,0,0,1.2617116371461679,-83,1,DSF0000844957
SCA CIP,Design,Queens,4.42362264528925,151,2019,1,0,0,0,0,0.7337782302152849,-2,0,"DSF0000911971, DSF0000912598"
SCA CIP,Design,Queens,4.35320431990742,156,2019,1,0,0,0,0,0.5941559881168802,1,0,DSF0000912713
SCA CIP,Design,Queens,6.0520633919632845,196,2019,0,0,1,1,0,0.4233910669332477,-34,0,"DSF0000902236, DSF0000902234, DSF0000902237, DSF0000902238, DSF0000902239, DSF0000902233, DSF0000960625, DSF0000947795"
SCA CIP,Scope,Queens,5.359188299849279,179,2019,0,0,1,1,0,1.5783284279210528,-32,1,"DSF0000902236, DSF0000902234, DSF0000902237, DSF0000902238, DSF0000902239, DSF0000902233, DSF0000960625, DSF0000947795"
SCA CIP RESOA,Design,Queens,4.431363764158987,151,2019,0,0,0,0,0,1.6712962962962963,132,1,DSF0000890879
SCA CIP,Scope,Queens,5.26890310302072,180,2020,0,0,1,0,0,0.7938666623595475,-33,0,"DSF0000947804, DSF0000947806, DSF0000947807, DSF0000947808, DSF0001008590"
SCA CIP,Design,Queens,6.030351945591575,150,2019,0,0,1,0,0,0.5081304527838805,-77,0,"DSF0000879400, DSF0000879401, DSF0000879402, DSF0000879403, DSF0000902285, DSF0000912452, DSF0000902289"
SCA CIP,Design,Queens,4.411249219353385,155,2019,1,0,0,0,0,0.5808829234230739,-98,0,"DSF0000912019, DSF0000960470"
SCA CIP,Scope,Queens,5.434461913906978,141,2018,0,0,1,0,0,0.8774073025340801,-18,0,"DSF0000879400, DSF0000879401, DSF0000879402, DSF0000879403, DSF0000902285, DSF0000912452, DSF0000902289"
SCA CIP,Design,Queens,4.312663866150631,62,2020,0,0,0,0,1,1.0,-28,0,DSF0000960714
SCA CIP,Design,Queens,4.805582408150547,157,2019,1,0,0,0,0,0.13479471773688823,-43,0,"DSF0000912715, DSF0000914325"
SCA CIP,Scope,Queens,4.152380087047603,178,2019,1,0,0,0,0,0.15158769274097023,-126,0,"DSF0000912715, DSF0000914325"
SCA CIP,Scope,Queens,4.199069196251742,135,2020,0,0,0,0,1,1.0,-66,0,DSF0000960714
SCA CIP RESOA,Design,Queens,4.870292683556553,156,2017,0,0,0,0,0,2.89450128739165,27,1,DSF0000823589
SCA CIP RESOA,Design,Queens,4.535547279176668,142,2018,0,0,0,0,0,2.3563228438228436,16,1,DSF0000867275
SCA CIP,Design,Queens,4.244277120801843,154,2019,1,0,0,0,0,0.37339031339031337,-85,0,DSF0000912100
SCA CIP,Design,Queens,4.812378511154194,185,2015,0,0,0,0,0,2.66224584103512,-3,1,DSF0000821930
SCA CIP,Scope,Queens,4.210318519826232,185,2015,0,0,0,0,0,3.604128157732594,-92,1,DSF0000821930
SCA CIP RESOA,Design,Queens,4.733405933203824,175,2019,0,0,0,0,0,0.21704910763773416,-93,0,DSF0000890881
SCA CIP RESOA,Design,Queens,4.445604203273597,135,2019,0,0,0,0,0,1.865268817204301,-31,1,DSF0000890880
SCA CIP,Design,Queens,5.511669501818131,154,2016,0,1,0,0,0,1.6055227188769856,1,1,"DSF0000798317, DSF0000789560"
SCA CIP,Scope,Queens,4.909609510490169,156,2016,0,1,0,0,0,1.2092968846201206,-120,1,"DSF0000798317, DSF0000789560"
SCA CIP,Scope,Queens,4.26394363421885,125,2019,0,1,0,0,0,1.1097859826825682,52,1,DSF0000902352
SCA CIP RESOA,Design,Queens,4.3222192947339195,140,2019,0,0,0,0,0,1.415,84,1,DSF0000890883
SCA CIP RESOA,Design,Queens,4.3222192947339195,155,2019,0,0,0,0,0,1.7455238095238095,64,1,DSF0000890882
SCA CIP,Design,Queens,4.423900918528417,0,2018,1,0,0,0,0,0.9114544084400904,0,0,DSF0000868320
SCA CIP,Design,Queens,4.359247174489695,181,2017,0,0,0,0,0,0.9501508592417683,-15,0,DSF0000867066
SCA CIP RESOA,Design,Queens,4.579657861593733,158,2018,0,0,0,0,0,1.6197846745110427,71,1,DSF0000866399
SCA CIP,Design,Queens,4.418152080563105,153,2019,1,0,0,0,0,0.6997441869344432,-26,0,"DSF0000912102, DSF0000912492"
SCA Capacity,OUTROS,Queens,6.857336115536872,827,2018,0,0,0,0,0,0.750203609414366,-20,0,DSF0000843833
SCA Capacity,Construction,Queens,7.708671885502591,827,2018,0,0,0,0,0,0.9287456918251171,-20,0,DSF0000843833
SCA Capacity,Design,Queens,6.561769015574392,226,2017,0,0,0,0,0,0.9017953149001536,31,0,DSF0000843833
SCA Capacity,Scope,Queens,6.056619037254486,140,2016,0,0,0,0,0,1.1228492429229757,0,1,DSF0000843833
SCA CIP,Design,Queens,4.387976794990437,156,2019,1,0,0,0,0,0.4572504399787173,12,0,DSF0000912716
SCA Capacity,Design,Queens,6.570243967677058,186,2017,0,0,0,0,0,0.6223543621416889,41,0,DSF0000843904
SCA Capacity,Scope,Queens,6.065093989357153,174,2017,0,0,0,0,0,0.7235792373246105,1,0,DSF0000843904
SCA CIP,Design,Queens,4.445635334378726,159,2019,1,0,0,0,0,0.31069457386567273,-92,0,"DSF0000912020, DSF0000912662"
SCA CIP,Scope,Queens,4.617241548837126,181,2020,0,0,0,0,0,4.365642276030225,-21,1,DSF0000960540
SCA CIP RESOA,Design,Queens,5.418369248116234,154,2018,0,0,0,0,0,0.6737571601390622,202,1,DSF0000867322
SCA CIP,Design,Queens,4.427226363584512,159,2019,1,0,0,0,0,0.45812144780137604,1,0,DSF0000912717
SCA CIP,Design,Queens,4.343782654669529,156,2019,0,0,1,0,0,0.26462458652408355,95,1,"DSF0000879647, DSF0000948069"
SCA CIP,Design,Queens,4.86223874654393,174,2019,0,0,0,1,1,1.516520640500975,106,1,"DSF0000912356, DSF0000914286"
SCA CIP,Scope,Queens,4.209032196836535,138,2019,0,0,0,1,1,1.8077493511308862,-27,1,"DSF0000912356, DSF0000914286"
SCA CIP RESOA,Design,Queens,4.477121254719663,273,2020,0,0,0,0,0,0.6324,-37,0,DSF0000913406
SCA CIP,Design,Queens,5.031973689091717,159,2019,1,0,0,0,0,0.13770903010033445,9,0,DSF0000912720
SCA CIP,Scope,Queens,4.378761175316373,126,2019,1,0,0,0,0,0.136747491638796,-78,0,DSF0000912720
SCA CIP RESOA,Design,Queens,4.702430536445525,94,2017,0,0,0,0,0,0.9965079365079365,13,0,DSF0000822884
SCA CIP,Scope,Queens,5.243548974676087,181,2020,0,0,1,0,0,1.418707121902218,-40,1,"DSF0000948166, DSF0000948168, DSF0000948169, DSF0000948170, DSF0001008553, DSF0000997080"
SCA CIP,Design,Queens,4.467001000905487,157,2019,1,0,0,0,0,0.38233989559520964,-43,0,"DSF0000912722, DSF0000914324"
SCA Capacity,OUTROS,Queens,7.143041044595266,1338,2017,0,0,0,0,0,0.544203012192069,-222,0,DSF0000798195
SCA Capacity,Construction,Queens,7.994376814560987,1338,2017,0,0,0,0,0,0.8693963625666018,-222,0,DSF0000798195
SCA Capacity,Design,Queens,6.847473944632788,213,2016,0,0,0,0,0,0.8750069618095022,33,0,DSF0000798195
SCA Capacity,Scope,Queens,6.342323966312882,231,2016,0,0,0,0,0,0.9868797453966811,-18,0,DSF0000798195
SCA CIP,Design,Queens,5.934416129487771,194,2019,0,0,1,0,0,0.518341267007584,-46,0,"DSF0000902669, DSF0000902670, DSF0000902671, DSF0000960662, DSF0000948236, DSF0000948250"
SCA CIP,Scope,Queens,4.3842458578199786,125,2018,0,0,0,0,0,1.475891677675033,90,1,DSF0000798195
SCA CIP,Scope,Queens,4.079181246047625,157,2020,0,1,0,0,0,0.09358333333333334,-152,0,DSF0000948238
SCA CIP,Scope,Queens,4.681241237375588,0,2020,0,0,0,0,0,0.0,0,0,DSF0001007720
SCA CIP,Scope,Queens,5.235447640417056,181,2019,0,0,1,0,0,1.7266061127651655,-34,1,"DSF0000902669, DSF0000902670, DSF0000902671, DSF0000960662, DSF0000948236, DSF0000948250"
SCA CIP,Design,Queens,5.715097061723223,124,2019,0,0,1,0,0,0.6082294629573958,106,1,"DSF0000902690, DSF0000902691, DSF0000902692, DSF0000902694"
SCA CIP,Scope,Queens,5.016130405079764,138,2019,0,0,1,0,0,1.064210282895244,39,0,"DSF0000902690, DSF0000902691, DSF0000902692, DSF0000902694"
SCA CIP RESOA,Design,Queens,4.8555373266048925,124,2019,0,0,0,0,0,0.581481946362077,156,1,DSF0000844833
SCA CIP,Design,Queens,5.7074168686367095,152,2015,0,1,0,0,0,0.5512063081087443,-5,0,"DSF0000798276, DSF0000789941"
SCA CIP,Scope,Queens,5.105356877308747,154,2014,0,1,0,0,0,0.7419324467459103,-78,0,"DSF0000798276, DSF0000789941"
SCA CIP,Design,Queens,4.975891136401793,135,2019,0,0,0,0,1,0.8569133192389007,-71,0,"DSF0000889667, DSF0000912514"
SCA CIP,Scope,Queens,4.41161970596323,91,2019,0,0,0,0,1,1.0503488372093024,-34,0,"DSF0000889667, DSF0000912514"
SCA CIP,Design,Queens,4.224740190060544,154,2019,1,0,0,0,0,1.2111097866253426,-13,1,DSF0000912104
SCA CIP,Design,Queens,5.332034277027518,152,2019,0,0,1,0,0,0.5105307262569833,-90,0,"DSF0000879918, DSF0000879919"
SCA CIP,Scope,Queens,4.729974285699556,141,2018,0,0,1,0,0,0.7519925512104283,-4,0,"DSF0000879918, DSF0000879919"
SCA CIP,Design,Queens,5.81967946691197,155,2019,0,0,1,0,0,0.6271542518547242,71,0,"DSF0000902814, DSF0000902816, DSF0000902817, DSF0000902818"
SCA CIP,Scope,Queens,5.1207120938344755,139,2019,0,0,1,0,0,1.1632207933839234,-8,1,"DSF0000902814, DSF0000902816, DSF0000902817, DSF0000902818"
SCA CIP RESOA,Design,Queens,4.420368379857524,124,2019,0,0,0,0,1,3.1604938271604937,-70,1,"DSF0000890891, DSF0000912302"
SCA CIP,Design,Queens,4.406063046057575,155,2019,1,0,0,0,0,0.47526695979899497,-28,0,DSF0000912105
SCA CIP,Design,Queens,4.406080095600492,159,2019,1,0,0,0,0,0.4907549169709104,-1,0,"DSF0000912724, DSF0000913019"
SCA CIP,Design,Queens,5.82386921834816,150,2019,0,0,1,0,0,0.41000381034674155,-104,0,"DSF0000880044, DSF0000880046, DSF0000880047, DSF0000880048, DSF0000880049"
SCA CIP,Scope,Queens,5.2228568789991705,141,2018,0,0,1,0,0,0.6524477115184312,12,0,"DSF0000880044, DSF0000880046, DSF0000880047, DSF0000880048, DSF0000880049"
SCA CIP,Scope,Queens,4.205853695464925,159,2019,0,0,0,0,0,2.6794696215139444,-56,1,DSF0000902936
SCA CIP RESOA,Design,Queens,4.550472957106564,154,2016,0,0,0,0,0,2.3456362612612613,-6,1,DSF0000822889
SCA CIP,Design,Queens,5.179523067035285,152,2019,1,0,0,0,0,0.5912031218995966,-67,0,"DSF0000868321, DSF0000880102, DSF0000912319"
SCA CIP,Scope,Queens,4.592831592732042,279,2018,1,0,0,0,0,0.5594882402512832,-119,0,"DSF0000868321, DSF0000880102, DSF0000912319"
SCA CIP,Design,Queens,5.560265397862715,156,2016,0,1,0,0,0,1.089551334984861,12,0,"DSF0000798369, DSF0000798370"
SCA CIP,Design,Queens,4.480725378988487,153,2019,1,0,0,0,0,0.4160330578512397,-104,0,DSF0000889062
SCA CIP,Scope,Queens,4.958205406534752,157,2016,0,1,0,0,0,1.2351334984860995,-112,1,"DSF0000798369, DSF0000798370"
SCA CIP,Design,Queens,4.621685084798319,152,2019,1,0,0,0,0,0.6229300580659036,-68,0,"DSF0000889063, DSF0000912321"
SCA CIP,Scope,Queens,4.057437868212939,282,2018,1,0,0,0,0,0.5739442789556685,-119,0,"DSF0000889063, DSF0000912321"
SCA CIP RESOA,Design,Queens,4.380211241711606,152,2019,0,0,0,0,0,0.9389166666666666,217,1,DSF0000890893
SCA CIP,Design,Queens,4.279210512601395,154,2019,1,0,0,0,0,0.8845425867507887,-16,0,"DSF0000912023, DSF0000912519"
SCA CIP,Design,Queens,5.229661368317959,152,2019,0,0,1,0,0,1.086356457581972,-54,0,"DSF0000880232, DSF0000880233, DSF0000912490"
SCA CIP,Scope,Queens,4.639097840998727,144,2018,0,0,1,0,0,1.8916461972865637,-31,1,"DSF0000880232, DSF0000880233, DSF0000912490"
SCA Capacity,Design,Queens,6.794768887899613,31,2019,0,0,0,1,0,0.3924738892818931,-31,0,"DSF0000798201, DSF0000798201, DSF0000960504"
SCA Capacity,Scope,Queens,6.141556374124269,440,2018,0,0,0,1,0,0.9444158112809852,0,0,"DSF0000798201, DSF0000798201, DSF0000960504"
SCA CIP,Design,Queens,4.537693194367391,152,2019,1,0,0,0,0,0.49875326181501883,-81,0,DSF0000911870
SCA CIP,Scope,Queens,4.7508091341240855,152,2019,0,1,0,0,0,1.0523083476810025,54,0,DSF0000911887
SCA CIP,Scope,Queens,4.377032909310364,152,2019,0,1,0,0,0,1.1980692549842602,54,1,DSF0000903103
SCA CIP,Design,Queens,5.827329848699871,215,2019,0,0,1,0,0,0.4489425379387117,-62,0,"DSF0000903136, DSF0000903137, DSF0000903138, DSF0000960585"
SCA CIP,Scope,Queens,5.12836372232786,136,2019,0,0,1,0,0,1.1822321767406558,0,1,"DSF0000903136, DSF0000903137, DSF0000903138, DSF0000960585"
SCA CIP RESOA,Design,Queens,4.615118523329026,94,2017,0,0,0,0,0,2.572766308435021,13,1,DSF0000822888
SCA CIP,Design,Queens,4.847954966075378,153,2019,1,0,0,0,0,0.8702137322244614,-141,0,"DSF0000891032, DSF0000912518"
SCA CIP,Scope,Queens,4.249173889407112,335,2018,1,0,0,0,0,0.8540199447856217,-123,0,"DSF0000891032, DSF0000912518"
SCA CIP RESOA,"CM,F&E",Queens,4.929025327703482,269,2019,0,0,0,0,0,0.31716967134934,0,0,DSF0000822885
SCA CIP RESOA,Construction,Queens,6.095354192472725,269,2019,0,0,0,0,0,0.7997583358088525,0,0,DSF0000822885
SCA CIP RESOA,Design,Queens,4.929025327703482,125,2018,0,0,0,0,0,1.2441388080967464,129,1,DSF0000822885
SCA CIP,Design,Queens,5.417943099342103,135,2014,0,0,0,0,0,1.0725674601961923,49,0,DSF0000777287
SCA CIP,Scope,Queens,4.718974753983151,94,2013,0,0,0,0,0,1.8555303015833604,0,1,DSF0000777287
SCA CIP,Design,Queens,5.997611774545234,150,2019,0,0,1,0,1,0.5162058730075735,-98,0,"DSF0000867084, DSF0000880356, DSF0000880357, DSF0000880358, DSF0000880359, DSF0000912509"
SCA CIP,Design,Queens,5.681418538092598,153,2016,0,1,0,0,0,1.13846429374672,17,1,"DSF0000798293, DSF0000790486"
SCA CIP,Scope,Queens,5.400114713018806,567,2017,0,0,1,0,1,0.7863047501542257,-15,0,"DSF0000867084, DSF0000880356, DSF0000880357, DSF0000880358, DSF0000880359, DSF0000912509"
SCA CIP,Scope,Queens,5.087767224947504,158,2015,0,1,0,0,0,0.948298964018432,-81,0,"DSF0000798293, DSF0000790486"
SCA CIP,"CM,F&E",Queens,4.805194909232818,269,2019,1,0,0,0,0,0.7285568866964216,50,0,DSF0000912107
SCA CIP,Construction,Queens,5.761470010094062,269,2019,1,0,0,0,0,1.0,50,0,DSF0000912107
SCA CIP,Design,Queens,4.4269989587565375,152,2019,1,0,0,0,0,0.4261129816685372,-32,0,DSF0000912107
SCA CIP RESOA,Design,Queens,4.8063156698081135,58,2019,0,0,0,0,1,0.9756638550452983,-56,0,"DSF0000890900, DSF0000912550"
SCA CIP RESOA,Design,Queens,4.41520713590843,176,2019,0,0,0,0,0,0.3532713154455293,-116,0,DSF0000890901
SCA CIP,"CM,F&E",Queens,4.836229142972787,269,2019,1,0,0,0,0,0.6231391703725304,20,0,DSF0000912026
SCA CIP,Construction,Queens,5.774725668887647,269,2019,1,0,0,0,0,1.0,20,0,DSF0000912026
SCA CIP,Design,Queens,5.551684161070876,153,2020,0,1,0,0,0,0.5684658835684125,-48,0,"DSF0000903387, DSF0000914329"
SCA CIP,Design,Queens,4.458033192496506,151,2019,1,0,0,0,0,0.29299895506792056,-30,0,DSF0000912026
SCA CIP,Scope,Queens,4.852711718186539,150,2020,0,1,0,0,0,0.5050815575956652,-76,0,"DSF0000903387, DSF0000914329"
SCA CIP,Design,Queens,5.598680004689403,150,2019,0,0,1,0,0,0.6131635504246672,-105,0,"DSF0000880545, DSF0000880546, DSF0000880547, DSF0000880548"
SCA CIP,Design,Queens,4.871923031882374,154,2019,1,0,0,0,0,0.5766317485898469,-8,0,DSF0000912761
SCA CIP,Scope,Queens,4.218719266900493,125,2019,1,0,0,0,0,0.6486976491206865,2,0,DSF0000912761
SCA CIP,Scope,Queens,5.0,141,2018,0,0,1,0,0,1.13064,12,1,"DSF0000880545, DSF0000880546, DSF0000880547, DSF0000880548"
SCA CIP,"CM,F&E",Queens,5.244277120801843,269,2018,1,0,0,0,0,0.5376752136752136,249,1,DSF0000888988
SCA CIP,Construction,Queens,5.879239282004893,269,2018,1,0,0,0,0,0.8998190822053483,249,1,DSF0000888988
SCA CIP,Design,Queens,4.854306041801081,153,2018,1,0,0,0,0,0.7141398601398602,-27,0,DSF0000888988
SCA CIP,Design,Queens,5.757107415601235,153,2018,0,1,0,0,0,1.0649102550645533,31,0,"DSF0000843951, DSF0000880580, DSF0000888785"
SCA CIP,Design,Queens,4.038659894302496,167,2020,0,0,0,0,1,5.338486872198335,43,1,DSF0000960584
SCA CIP,Scope,Queens,5.155047424273273,621,2016,0,1,0,0,0,1.1450404114621602,-75,1,"DSF0000843951, DSF0000880580, DSF0000888785"
SCA CIP,Scope,Queens,4.290034611362518,121,2018,1,0,0,0,0,0.6535897435897436,-86,0,DSF0000888988
SCA CIP,Design,Queens,4.582574665258312,153,2019,1,0,0,0,0,0.258726630932148,-7,0,DSF0000912028
SCA CIP,Design,Queens,5.610340711452157,159,2014,0,1,0,0,0,1.1129850380181505,83,1,"DSF0000798297, DSF0000790753"
SCA CIP,Scope,Queens,5.008284981025361,154,2014,0,1,0,0,0,1.0124207758569943,-112,0,"DSF0000798297, DSF0000790753"
SCA CIP RESOA,Design,Queens,5.050878347847936,147,2019,0,0,0,0,1,1.1229042328936485,1,1,"DSF0000844952, DSF0000912626"
SCA Capacity,Design,Queens,6.441185935211329,191,2018,0,0,0,0,0,0.7071005445802676,21,0,DSF0000843834
SCA Capacity,Scope,Queens,5.9360359568914225,112,2018,0,0,0,0,0,0.5657343143502694,0,0,DSF0000843834
SCA CIP,Design,Queens,5.499054421197101,152,2018,0,0,1,0,0,1.1312797109716677,-73,1,"DSF0000880645, DSF0000880643"
SCA CIP,Scope,Queens,4.896994429869139,137,2017,0,0,1,0,0,1.6863915826836535,-65,1,"DSF0000880645, DSF0000880643"
SCA CIP,Scope,Queens,4.832476978114369,139,2019,0,0,1,0,0,1.8139422016324729,55,1,"DSF0000903523, DSF0000903525, DSF0000949147"
SCA CIP,Design,Queens,4.891425942847994,135,2016,0,0,0,0,0,1.9044042116076014,-50,1,DSF0000843655
SCA CIP,Design,Queens,5.534559122932602,159,2017,0,1,0,0,0,0.8248320775655628,-27,0,"DSF0000790833, DSF0000798372"
SCA CIP,Scope,Queens,4.932499131604639,153,2017,0,1,0,0,0,0.6907890894223468,-89,0,"DSF0000790833, DSF0000798372"
SCA CIP,Scope,Queens,4.289365951520032,91,2016,0,0,0,0,0,4.143605546995378,-34,1,DSF0000843655
SCA CIP,Design,Queens,4.84664014640526,152,2019,1,0,0,0,0,0.4880923571865792,-68,0,"DSF0000890984, DSF0000912323"
SCA CIP,Design,Queens,5.567387539529023,151,2018,0,1,0,0,0,0.8577254154402706,13,0,"DSF0000790872, DSF0000798431"
SCA CIP,Scope,Queens,4.965328724170901,150,2018,0,1,0,0,0,0.7667746163094219,-90,0,"DSF0000790872, DSF0000798431"
SCA CIP,Scope,Queens,4.246990699241549,296,2018,1,0,0,0,0,0.48986409966024913,-118,0,"DSF0000890984, DSF0000912323"
SCA CIP RESOA,Design,Queens,4.477121254719663,154,2019,0,0,0,0,0,1.1829666666666667,153,1,DSF0000890907
SCA CIP,Scope,Queens,4.92434132369957,159,2020,0,1,0,0,0,0.30239727657953624,-22,0,"DSF0000948952, DSF0000798328"
